0 ,  0.9360601 ,  Social norms ,  Consideration of social norms
3003 ,  0.2711283 ,  Generosity-based mental health ,  Consideration for others' opinions
3004 ,  0.2711282 ,  Cultural norms ,  Appreciating diversity
3005 ,  0.27108866 ,  Understanding of Biological and Emotional Change ,  Consideration for others' opinions
3006 ,  0.27099591 ,  Self-expression ,  Integrity in action
3007 ,  0.2709516 ,  Consequences of ,  Taking responsibility
3008 ,  0.27076983 ,  Respect for others' personal choices and beliefs ,  Emotional regulation
3009 ,  0.27074262 ,  Integrity in action ,  Respect for others' possessions
3010 ,  0.27072787 ,  Honesty in social interactions ,  Recognition of efforts
3011 ,  0.27072105 ,  Autonomy ,  Fostering positive relationships
3012 ,  0.27066952 ,  Relationship building ,  Consider
3013 ,  0.2705648 ,  Respect for others' feelings ,  Self-control
3014 ,  0.27054697 ,  Respect for the privacy of others ,  Appreciating diversity
3015 ,  0.27044114 ,  Respect for personal property ,  Self-expression
3016 ,  0.2704131 ,  Respect for diversity and difference ,  Relationship building
3017 ,  0.27038205 ,  Cultural norms ,  Respect for the privacy of others
3018 ,  0.27029982 ,  Empathy towards others' choices ,  Harmful consequences
3019 ,  0.27028412 ,  Appreciation ,  Self-actualization
3020 ,  0.27021688 ,  Understanding of societal norms ,  Self-interest: Having
3021 ,  0.2701922 ,  Empathy towards others' needs ,  Listening skills
3022 ,  0.27017975 ,  Integrity in personal decisions ,  Social norms
3023 ,  0.2701278 ,  Prioritizing relationships ,  Self-expression
3024 ,  0.27011842 ,  Belief in one's own abilities ,  Consideration of social norms
3025 ,  0.27009225 ,  Respect for diversity and difference ,  Social norms
3026 ,  0.269995 ,  Respect for the individual's autonomy ,  Fostering positive relationships
3027 ,  0.2699721 ,  Recognition and appreciation ,  Integrity in personal decisions
3028 ,  0.2698602 ,  Self-control ,  Ethical Living
3029 ,  0.2698232 ,  Value of relationships ,  Humor
3030 ,  0.26980805 ,  Awareness of shared experiences ,  Social norms
3031 ,  0.26976046 ,  Autonomy in decision-making ,  Fostering a relationship
3032 ,  0.2695536 ,  Social norms ,  Taking responsibility for one's own actions
3033 ,  0.26949242 ,  Self-interest: Having ,  Providing feedback and support
3034 ,  0.26939714 ,  Awareness of shared experiences ,  Selfishness
3035 ,  0.26934385 ,  Prioritizing relationships ,  Belief in one's own abilities
3036 ,  0.26931617 ,  Legal ramifications ,  Consideration for others' opinions
3037 ,  0.26925486 ,  Generosity-based mental health ,  Integrity in action
3038 ,  0.26915073 ,  Commitment to personal goals ,  Ethical responsibility towards others
3039 ,  0.26913506 ,  Fair ,  Awareness of social norms
3040 ,  0.2690308 ,  Respect for diversity and difference ,  Openness
3041 ,  0.26896828 ,  Ability to communicate effectively ,  Responsibility for actions
3042 ,  0.26873076 ,  Selfishness ,  Humor
3043 ,  0.26871622 ,  Autonomy in decision-making ,  Commitment to a cause
3044 ,  0.26871464 ,  Fair ,  Promo
3045 ,  0.26850653 ,  Relationship dynamics ,  Consideration of social norms
3046 ,  0.2684698 ,  Commitment to personal goals ,  Fostering positive relationships
3047 ,  0.26846626 ,  Respect for diversity and difference ,  Honesty
3048 ,  0.26846206 ,  Healthy interpersonal relationships ,  Appreciating diversity
3049 ,  0.26841813 ,  Communication ,  Social responsibility
3050 ,  0.2683813 ,  Respect for others' personal choices and beliefs ,  Relationship dynamics
3051 ,  0.26827735 ,  Belief in one's own abilities ,  Understanding the social dynamics
3052 ,  0.26816595 ,  Relationship dynamics ,  Honesty
3053 ,  0.2681547 ,  Awareness of social norms ,  Integrity in action
3054 ,  0.26813093 ,  Value of relationships ,  Awareness of social norms
3055 ,  0.26810354 ,  Responsibility in dealing with others ,  Consider
3056 ,  0.26807052 ,  Respect for the privacy of others ,  Consider
3057 ,  0.26805028 ,  Communication ,  Humor
3058 ,  0.26803544 ,  Openness ,  Cultural norms
3059 ,  0.26802295 ,  Commitment to personal goals ,  Honesty
3060 ,  0.26791888 ,  Honesty and accountability ,  Building self-awareness
3061 ,  0.26784465 ,  Humor ,  Justice in the law
3062 ,  0.26782972 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Relationship dynamics
3063 ,  0.26771766 ,  Legal ramifications ,  Emotional regulation
3064 ,  0.26770937 ,  Recognition and appreciation ,  Social norms
3065 ,  0.26769364 ,  Personal value judgement ,  Empathy towards others' needs
3066 ,  0.26760826 ,  Understanding the effects of inappropriate communication ,  Recognition of efforts
3067 ,  0.26759508 ,  Compassion ,  Relationship dynamics
3068 ,  0.26756954 ,  Risk assessment for misconduct ,  Providing feedback and support
3069 ,  0.26751098 ,  Relationship building ,  Respect for others' feelings
3070 ,  0.26731855 ,  Honesty in social interactions ,  Consideration of implications of actions
3071 ,  0.26721287 ,  Communication ,  Understanding of societal norms
3072 ,  0.26708347 ,  Belief in one's own abilities ,  Relationship dynamics
3073 ,  0.266971 ,  Recognition and appreciation ,  Understanding the social dynamics
3074 ,  0.26690063 ,  Awareness of shared experiences ,  Responsibility for actions
3075 ,  0.26684624 ,  Professionalism in behavior ,  Building self-awareness
3076 ,  0.2667974 ,  Relationship building ,  Honesty and accountability
3077 ,  0.26676038 ,  Understanding the effects of inappropriate communication ,  Humor
3078 ,  0.26662564 ,  Appreciation ,  Consideration of social norms
3079 ,  0.2665692 ,  Listening skills ,  Consideration of implications of actions
3080 ,  0.26637837 ,  Value of relationships ,  Taking responsibility for one's own actions
3081 ,  0.26636916 ,  Generosity-based mental health ,  Openness
3082 ,  0.2663317 ,  Consideration of others' comfort ,  Friends
3083 ,  0.26625323 ,  Understanding the effects of inappropriate communication ,  Respect for individual choices
3084 ,  0.26606652 ,  Generosity towards those suffering ,  Appreciating diversity
3085 ,  0.2659105 ,  Generosity towards those suffering ,  Awareness of social norms
3086 ,  0.26590633 ,  Social norms ,  Commitment to values
3087 ,  0.2658807 ,  Honesty and integrity ,  Self-control
3088 ,  0.26564705 ,  Harmful effects of societal influences ,  Empowerment through communication
3089 ,  0.2655903 ,  Honesty and integrity ,  Appreciating diversity
3090 ,  0.26554403 ,  Understanding of Biological and Emotional Change ,  Empowerment through communication
3091 ,  0.26549178 ,  Integrity in personal decisions ,  Supportiveness
3092 ,  0.26542166 ,  Awareness of social norms ,  Self-expression
3093 ,  0.26541826 ,  Recognition and appreciation ,  Integrity in action
3094 ,  0.26532036 ,  Relationship building ,  Empower
3095 ,  0.26526815 ,  Risk-taking ,  Taking responsibility for one's own actions
3096 ,  0.26522905 ,  Kindness toward others ,  Consequences of
3097 ,  0.2651161 ,  Ethical responsibility towards others ,  Building self-awareness
3098 ,  0.26504967 ,  Consideration of others' comfort ,  Honesty and accountability
3099 ,  0.2649017 ,  Appreciating diversity ,  Respect for others' possessions
3100 ,  0.26483405 ,  Understanding of societal norms ,  Honesty
3101 ,  0.26482925 ,  Integrity in personal decisions ,  Fostering positive relationships
3102 ,  0.2648021 ,  Autonomy ,  Commitment to a cause
3103 ,  0.2646852 ,  Relationship dynamics ,  Providing feedback and support
3104 ,  0.2646441 ,  Social norms ,  Consideration for others' feelings
3105 ,  0.26458836 ,  Kindness toward others ,  Consideration of
3106 ,  0.26454085 ,  Empathy towards others' preferences ,  Understanding boundaries
3107 ,  0.26452053 ,  Generosity-based mental health ,  Responsibility for actions
3108 ,  0.2643836 ,  Appreciation ,  Social responsibility
3109 ,  0.2643426 ,  Harmful effects of societal influences ,  Integrity in personal decisions
3110 ,  0.26432166 ,  Personal value judgement ,  Self-expression
3111 ,  0.2642941 ,  Consideration of others' comfort ,  Harmful consequences
3112 ,  0.2642458 ,  Understanding of Biological and Emotional Change ,  Selfishness
3113 ,  0.26419345 ,  Empower ,  Consideration of social norms
3114 ,  0.26410726 ,  Consent and acceptance of differences ,  Listening skills
3115 ,  0.2638572 ,  Openness ,  Fostering positive relationships
3116 ,  0.26380968 ,  Professionalism in behavior ,  Generosity towards those suffering
3117 ,  0.26376837 ,  Taking responsibility ,  Belief in one's own abilities
3118 ,  0.2637639 ,  Prioritizing relationships ,  Generosity-based mental health
3119 ,  0.26374763 ,  Supportiveness ,  Listening skills
3120 ,  0.26366735 ,  Understanding the social dynamics ,  Consider
3121 ,  0.26360667 ,  Legal ramifications ,  Awareness of social norms
3122 ,  0.2635076 ,  Belief in one's own abilities ,  Listening skills
3123 ,  0.26340562 ,  Compassion ,  Cultural norms
3124 ,  0.26326954 ,  Generosity-based mental health ,  Value
3125 ,  0.26323795 ,  Respect for private property ,  Understanding boundaries
3126 ,  0.26322734 ,  Fairness and honesty in decision- ,  Emotional regulation
3127 ,  0.2631058 ,  Generosity towards those suffering ,  Integrity in action
3128 ,  0.26301473 ,  Self-control ,  Recognition of efforts
3129 ,  0.26294804 ,  Respect for others' feelings ,  Understanding the social dynamics
3130 ,  0.26288813 ,  Respect for personal property ,  Emotional regulation
3131 ,  0.26288694 ,  Consideration of others' comfort ,  Openness
3132 ,  0.2628562 ,  Understanding of Biological and Emotional Change ,  Self-expression
3133 ,  0.26274425 ,  Commitment to a cause ,  Collaboration
3134 ,  0.26273143 ,  Appreciation ,  Self-expression
3135 ,  0.26273057 ,  Friends ,  Empathy towards others' situations
3136 ,  0.26272708 ,  Autonomy in decision-making ,  Commitment to personal goals
3137 ,  0.26262963 ,  Respect for diversity and difference ,  Awareness of social norms
3138 ,  0.26259315 ,  Autonomy ,  Awareness of shared experiences
3139 ,  0.26259118 ,  Empathy towards others' needs ,  Self-control
3140 ,  0.26257136 ,  Communication ,  Supportiveness
3141 ,  0.2625061 ,  Cultural norms ,  Healthy interpersonal relationships
3142 ,  0.26240236 ,  Consider ,  Appreciating diversity
3143 ,  0.26238826 ,  Openness ,  Ethical communication and support systems
3144 ,  0.2623741 ,  Belief in one's own abilities ,  Understanding boundaries
3145 ,  0.26228267 ,  Recognition and appreciation ,  Openness
3146 ,  0.2622808 ,  Cultural norms ,  Consideration for others' feelings
3147 ,  0.26224267 ,  Kindness toward others ,  Self-expression
3148 ,  0.26211324 ,  Belief in one's own abilities ,  Understanding of societal norms
3149 ,  0.26196823 ,  Relationship building ,  Consideration of
3150 ,  0.26190558 ,  Consideration of others' comfort ,  Understanding boundaries
3151 ,  0.26178384 ,  Respect for the privacy of others ,  Harmful consequences
3152 ,  0.26171657 ,  Openness ,  Listening skills
3153 ,  0.2617136 ,  Consequences of ,  Empathy towards others' situations
3154 ,  0.26163512 ,  Fostering a relationship ,  Ethical Living
3155 ,  0.2614473 ,  Awareness of shared experiences ,  Risk-taking
3156 ,  0.2614222 ,  Generosity-based mental health ,  Taking responsibility for one's own actions
3157 ,  0.26136482 ,  Respect for private property ,  Honesty
3158 ,  0.26131943 ,  Honesty in social interactions ,  Empower
3159 ,  0.26130784 ,  Understanding of Biological and Emotional Change ,  Ethical responsibility towards others
3160 ,  0.2609464 ,  Legal ramifications ,  Understanding the social dynamics
3161 ,  0.26082623 ,  Personal value judgement ,  Autonomy
3162 ,  0.26081482 ,  Generosity-based mental health ,  Appreciating diversity
3163 ,  0.26077837 ,  Understanding the effects of inappropriate communication ,  Risk-taking
3164 ,  0.2607616 ,  Communication ,  Compassion
3165 ,  0.26067257 ,  Communication ,  Responsibility
3166 ,  0.26062036 ,  Consent and acceptance of differences ,  Recognition of efforts
3167 ,  0.26061884 ,  Commitment to personal goals ,  Integrity in action
3168 ,  0.26061177 ,  Respect for the privacy of others ,  Providing feedback and support
3169 ,  0.26052472 ,  Integrity in personal decisions ,  Understanding the social dynamics
3170 ,  0.26051724 ,  Honesty and integrity ,  Recognition of efforts
3171 ,  0.26051646 ,  Harmful effects of societal influences ,  Integrity in action
3172 ,  0.2604851 ,  Empowerment through communication ,  Integrity in personal decisions
3173 ,  0.26045564 ,  Consider ,  Listening skills
3174 ,  0.260423 ,  Respect for the individual's autonomy ,  Fostering a relationship
3175 ,  0.26039985 ,  Autonomy in decision-making ,  Communication
3176 ,  0.2603765 ,  Harmful effects of societal influences ,  Relationship dynamics
3177 ,  0.26037127 ,  Understanding of Biological and Emotional Change ,  Commitment to values
3178 ,  0.26032266 ,  Understanding of Biological and Emotional Change ,  Integrity in action
3179 ,  0.26005763 ,  Understanding of societal norms ,  Harmful consequences
3180 ,  0.2600287 ,  Empathy towards others' situations ,  Harmful consequences
3181 ,  0.25993127 ,  Fostering a relationship ,  Respect for the privacy of others
3182 ,  0.25991565 ,  Self-actualization ,  Respect for the privacy of others
3183 ,  0.25984 ,  Understanding the social dynamics ,  Justice in the law
3184 ,  0.25981808 ,  Openness ,  Humor
3185 ,  0.25977457 ,  Communication ,  Self-expression
3186 ,  0.25974753 ,  Kindness toward others ,  Consider
3187 ,  0.2596103 ,  Respect for others' feelings ,  Self-expression
3188 ,  0.25959808 ,  Generosity-based mental health ,  Legal ramifications
3189 ,  0.25957367 ,  Awareness of social norms ,  Consideration of implications of actions
3190 ,  0.25950012 ,  Respect for others' feelings ,  Relationship dynamics
3191 ,  0.2594618 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Emotional regulation
3192 ,  0.25944525 ,  Legal ramifications ,  Commitment to values
3193 ,  0.25925905 ,  Consent and acceptance of differences ,  Risk-taking
3194 ,  0.2589901 ,  Awareness of shared experiences ,  Appreciating diversity
3195 ,  0.25877982 ,  Empower ,  Respect for the privacy of others
3196 ,  0.25864667 ,  Empathy towards others' needs ,  Self-expression
3197 ,  0.2585913 ,  Professionalism in behavior ,  Respect for the privacy of others
